# Ocean boundary conditions - REVISED based on carbonate equilibrium consistency
# Observed at ocean: pH~8.1, pCO2~450-520, TA~2200-2260 umol/L
# For consistency: DIC~1900-2000 gives correct pCO2 with observed TA
#
# CRITICAL: DIC/TA ratio must be ~0.86-0.88 for pH~8.1
# Using DIC=1900, TA=2200 gives pCO2~350-400 (slightly supersaturated)
# Using DIC=1950, TA=2200 gives pCO2~450-500 (matches observations better)
#
# NO3 = 50-60 umol/L from validation data (high due to coastal upwelling)
# O2 = 255-265 umol/L (near saturation)
time_s,salinity,phy1,phy2,dsi,no3,nh4,po4,o2,toc,spm,dic,at,pco2,co2,ph,hs,n2o,ch4
864000.0,30.5,0.1,0.05,14.0,55.0,0.7,0.5,260.0,150.0,25.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
950400.0,30.8,4.5,3.0,6.0,53.0,0.8,0.6,255.0,145.0,20.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
1036800.0,31.0,3.5,2.5,4.0,56.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
1123200.0,30.2,4.0,3.0,5.0,51.0,0.9,0.5,250.0,150.0,22.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
1209600.0,30.7,4.2,2.8,4.5,58.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
1296000.0,30.5,3.8,3.2,5.5,54.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
1382400.0,30.8,4.5,3.0,6.0,52.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
1468800.0,31.0,3.5,2.5,4.0,57.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
1555200.0,30.2,4.0,3.0,5.0,50.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
1641600.0,30.7,4.2,2.8,4.5,59.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
1728000.0,30.5,3.8,3.2,5.5,55.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
1814400.0,30.8,4.5,3.0,6.0,53.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
1900800.0,31.0,3.5,2.5,4.0,56.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
1987200.0,30.2,4.0,3.0,5.0,51.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
2073600.0,30.7,4.2,2.8,4.5,58.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
2160000.0,30.5,3.8,3.2,5.5,54.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
2246400.0,30.8,4.5,3.0,6.0,52.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
2332800.0,31.0,3.5,2.5,4.0,57.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
2419200.0,30.2,4.0,3.0,5.0,50.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
2505600.0,30.7,4.2,2.8,4.5,59.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
2592000.0,30.5,3.8,3.2,5.5,55.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
2678400.0,30.8,4.5,3.0,6.0,53.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
2764800.0,31.0,3.5,2.5,4.0,56.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
2851200.0,30.2,4.0,3.0,5.0,51.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
2937600.0,30.7,4.2,2.8,4.5,58.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
3024000.0,30.5,3.8,3.2,5.5,54.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
3110400.0,30.8,4.5,3.0,6.0,52.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
3196800.0,31.0,3.5,2.5,4.0,57.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
3283200.0,30.2,4.0,3.0,5.0,50.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
3369600.0,30.7,4.2,2.8,4.5,59.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
3456000.0,30.5,3.8,3.2,5.5,55.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
3542400.0,30.8,4.5,3.0,6.0,53.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
3628800.0,31.0,3.5,2.5,4.0,56.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
3715200.0,30.2,4.0,3.0,5.0,51.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
3801600.0,30.7,4.2,2.8,4.5,58.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
3888000.0,30.5,3.8,3.2,5.5,54.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
3974400.0,30.8,4.5,3.0,6.0,52.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
4060800.0,31.0,3.5,2.5,4.0,57.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
4147200.0,30.2,4.0,3.0,5.0,50.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
4233600.0,30.7,4.2,2.8,4.5,59.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
4320000.0,30.5,3.8,3.2,5.5,55.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
4406400.0,30.8,4.5,3.0,6.0,53.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
4492800.0,31.0,3.5,2.5,4.0,56.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
4579200.0,30.2,4.0,3.0,5.0,51.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
4665600.0,30.7,4.2,2.8,4.5,58.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
4752000.0,30.5,3.8,3.2,5.5,54.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
4838400.0,30.8,4.5,3.0,6.0,52.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
4924800.0,31.0,3.5,2.5,4.0,57.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
5011200.0,30.2,4.0,3.0,5.0,50.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
5097600.0,30.7,4.2,2.8,4.5,59.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
5184000.0,30.5,3.8,3.2,5.5,55.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
5270400.0,30.8,4.5,3.0,6.0,53.0,0.8,0.6,255.0,155.0,22.0,1960.0,2210.0,460.0,0.0,8.09,0.0,0.008,0.040
5356800.0,31.0,3.5,2.5,4.0,56.0,0.5,0.4,268.0,140.0,15.0,1940.0,2190.0,440.0,0.0,8.11,0.0,0.008,0.040
5443200.0,30.2,4.0,3.0,5.0,51.0,0.9,0.5,250.0,160.0,25.0,1970.0,2220.0,470.0,0.0,8.08,0.0,0.008,0.040
5529600.0,30.7,4.2,2.8,4.5,58.0,0.5,0.4,262.0,142.0,18.0,1930.0,2180.0,430.0,0.0,8.12,0.0,0.008,0.040
5616000.0,30.5,3.8,3.2,5.5,54.0,0.7,0.5,258.0,148.0,20.0,1950.0,2200.0,450.0,0.0,8.10,0.0,0.008,0.040
